id,merchant_id,customer_id,total,status,created_at
ord_demo_00050,m_demo,cust_demo_015,806600,paid,2026-05-22T15:23:21.460165
ord_demo_00051,m_demo,cust_demo_032,103300,paid,2026-05-23T03:26:25.460165
ord_demo_00052,m_demo,cust_demo_078,47100,paid,2026-05-23T07:18:51.460165
ord_demo_00053,m_demo,cust_demo_049,91900,paid,2026-05-23T08:59:28.460165
ord_demo_00054,m_demo,cust_demo_008,94200,paid,2026-05-23T19:51:12.460165
ord_demo_00055,m_demo,cust_demo_081,883300,paid,2026-05-23T12:23:07.460165
ord_demo_00056,m_demo,cust_demo_053,3189000,paid,2026-05-24T04:49:07.460165
ord_demo_00057,m_demo,cust_demo_010,846200,paid,2026-05-23T19:29:25.460165
ord_demo_00058,m_demo,cust_demo_055,103300,paid,2026-05-24T11:52:03.460165
ord_demo_00059,m_demo,cust_demo_020,285300,paid,2026-05-23T23:29:16.460165
ord_demo_00060,m_demo,cust_demo_077,161200,paid,2026-05-23T22:47:45.460165
ord_demo_00061,m_demo,cust_demo_057,103300,paid,2026-05-23T23:21:34.460165
ord_demo_00062,m_demo,cust_demo_070,8476700,paid,2026-05-25T09:13:49.460165
ord_demo_00063,m_demo,cust_demo_076,2033400,paid,2026-05-24T13:45:10.460165
ord_demo_00064,m_demo,cust_demo_098,115200,paid,2026-05-24T18:53:45.460165
ord_demo_00065,m_demo,cust_demo_075,2359800,paid,2026-05-25T00:57:24.460165
ord_demo_00066,m_demo,cust_demo_043,125100,paid,2026-05-25T18:08:36.460165
ord_demo_00067,m_demo,cust_demo_043,2359800,paid,2026-05-26T08:18:59.460165
ord_demo_00068,m_demo,cust_demo_005,139000,paid,2026-05-25T12:19:47.460165
ord_demo_00069,m_demo,cust_demo_085,2159900,paid,2026-05-25T14:15:41.460165
ord_demo_00070,m_demo,cust_demo_025,262600,paid,2026-05-25T19:41:57.460165
ord_demo_00071,m_demo,cust_demo_057,927000,paid,2026-05-26T23:36:07.460165
ord_demo_00072,m_demo,cust_demo_002,2159900,paid,2026-05-27T20:28:08.460165
ord_demo_00073,m_demo,cust_demo_108,103300,paid,2026-05-27T16:33:53.460165
ord_demo_00074,m_demo,cust_demo_083,2942800,paid,2026-05-27T22:14:35.460165
ord_demo_00075,m_demo,cust_demo_032,91900,paid,2026-05-28T17:15:29.460165
ord_demo_00076,m_demo,cust_demo_111,759500,paid,2026-05-29T06:46:27.460165
ord_demo_00077,m_demo,cust_demo_035,2033400,paid,2026-05-29T06:06:55.460165
ord_demo_00078,m_demo,cust_demo_111,2942800,paid,2026-05-29T08:04:25.460165
ord_demo_00079,m_demo,cust_demo_049,91900,paid,2026-05-29T02:13:53.460165
ord_demo_00080,m_demo,cust_demo_030,2622400,paid,2026-05-29T02:20:41.460165
ord_demo_00081,m_demo,cust_demo_085,152200,paid,2026-05-29T06:19:20.460165
ord_demo_00082,m_demo,cust_demo_017,262600,paid,2026-05-29T15:55:06.460165
ord_demo_00083,m_demo,cust_demo_019,2529900,paid,2026-05-31T00:36:52.460165
ord_demo_00084,m_demo,cust_demo_080,652800,paid,2026-05-31T02:07:25.460165
ord_demo_00085,m_demo,cust_demo_041,152200,paid,2026-05-31T06:03:13.460165
ord_demo_00086,m_demo,cust_demo_112,2919400,paid,2026-05-30T20:50:08.460165
ord_demo_00087,m_demo,cust_demo_081,846200,paid,2026-05-30T15:52:20.460165
ord_demo_00088,m_demo,cust_demo_091,103300,paid,2026-05-31T23:11:28.460165
ord_demo_00089,m_demo,cust_demo_116,2838100,paid,2026-05-31T17:35:17.460165
ord_demo_00090,m_demo,cust_demo_032,262600,paid,2026-06-01T10:28:44.460165
ord_demo_00091,m_demo,cust_demo_112,10350500,paid,2026-06-01T05:13:38.460165
ord_demo_00092,m_demo,cust_demo_057,572000,paid,2026-06-02T04:55:15.460165
ord_demo_00093,m_demo,cust_demo_109,3097100,paid,2026-06-01T20:55:28.460165
ord_demo_00094,m_demo,cust_demo_049,418400,paid,2026-06-01T23:02:13.460165
ord_demo_00095,m_demo,cust_demo_003,893300,paid,2026-06-01T22:42:29.460165
ord_demo_00096,m_demo,cust_demo_078,619100,paid,2026-06-02T17:16:04.460165
ord_demo_00097,m_demo,cust_demo_081,103300,paid,2026-06-03T11:49:14.460165
ord_demo_00098,m_demo,cust_demo_006,3280900,paid,2026-06-02T23:01:57.460165
ord_demo_00099,m_demo,cust_demo_042,161200,paid,2026-06-02T19:35:55.460165
ord_demo_00100,m_demo,cust_demo_047,262600,paid,2026-06-04T05:49:53.460165
ord_demo_00101,m_demo,cust_demo_104,3097100,paid,2026-06-03T15:01:46.460165
ord_demo_00102,m_demo,cust_demo_019,134500,paid,2026-06-04T02:45:26.460165
ord_demo_00103,m_demo,cust_demo_109,2159900,paid,2026-06-04T02:39:14.460165
ord_demo_00104,m_demo,cust_demo_002,170100,paid,2026-06-03T21:49:59.460165
ord_demo_00105,m_demo,cust_demo_049,152200,paid,2026-06-04T16:13:58.460165
ord_demo_00106,m_demo,cust_demo_087,134500,paid,2026-06-05T10:50:42.460165
ord_demo_00107,m_demo,cust_demo_083,759500,paid,2026-06-05T16:32:09.460165
ord_demo_00108,m_demo,cust_demo_018,804700,paid,2026-06-06T07:51:34.460165
ord_demo_00109,m_demo,cust_demo_018,10303400,paid,2026-06-05T17:54:50.460165
ord_demo_00110,m_demo,cust_demo_114,2359800,paid,2026-06-05T22:28:23.460165
ord_demo_00111,m_demo,cust_demo_089,572000,paid,2026-06-07T01:39:44.460165
ord_demo_00112,m_demo,cust_demo_070,152200,paid,2026-06-07T02:47:01.460165
ord_demo_00113,m_demo,cust_demo_036,123800,paid,2026-06-06T20:00:38.460165
ord_demo_00114,m_demo,cust_demo_083,152200,paid,2026-06-06T13:03:56.460165
ord_demo_00115,m_demo,cust_demo_007,125100,paid,2026-06-06T16:52:22.460165
ord_demo_00116,m_demo,cust_demo_101,418400,paid,2026-06-07T08:27:58.460165
ord_demo_00117,m_demo,cust_demo_030,125100,paid,2026-06-08T09:59:13.460165
ord_demo_00118,m_demo,cust_demo_001,170100,paid,2026-06-07T17:01:15.460165
ord_demo_00119,m_demo,cust_demo_033,162300,paid,2026-06-09T09:43:39.460165
ord_demo_00120,m_demo,cust_demo_042,2114200,paid,2026-06-09T05:37:39.460165
ord_demo_00121,m_demo,cust_demo_058,1465300,paid,2026-06-09T04:57:53.460165
ord_demo_00122,m_demo,cust_demo_062,10625700,paid,2026-06-10T11:01:07.460165
ord_demo_00123,m_demo,cust_demo_082,418400,paid,2026-06-10T10:02:18.460165
ord_demo_00124,m_demo,cust_demo_068,3097100,paid,2026-06-09T16:27:13.460165
ord_demo_00125,m_demo,cust_demo_110,152200,paid,2026-06-10T08:21:41.460165
ord_demo_00126,m_demo,cust_demo_093,61900,paid,2026-06-10T02:48:19.460165
ord_demo_00127,m_demo,cust_demo_094,103300,paid,2026-06-10T23:40:00.460165
ord_demo_00128,m_demo,cust_demo_086,170100,paid,2026-06-11T05:33:20.460165
ord_demo_00129,m_demo,cust_demo_009,853700,paid,2026-06-10T14:28:18.460165
ord_demo_00130,m_demo,cust_demo_076,2159900,paid,2026-06-10T16:44:18.460165
ord_demo_00131,m_demo,cust_demo_097,2359800,paid,2026-06-12T10:08:53.460165
ord_demo_00132,m_demo,cust_demo_040,681000,paid,2026-06-11T22:25:49.460165
ord_demo_00133,m_demo,cust_demo_074,134500,paid,2026-06-12T08:42:43.460165
ord_demo_00134,m_demo,cust_demo_079,1311700,paid,2026-06-13T00:39:38.460165
ord_demo_00135,m_demo,cust_demo_045,2033400,paid,2026-06-12T14:49:17.460165
ord_demo_00136,m_demo,cust_demo_019,161200,paid,2026-06-12T13:24:15.460165
ord_demo_00137,m_demo,cust_demo_012,161200,paid,2026-06-13T01:59:05.460165
ord_demo_00138,m_demo,cust_demo_054,91900,paid,2026-06-13T08:57:12.460165
ord_demo_00139,m_demo,cust_demo_077,806600,paid,2026-06-13T05:58:13.460165
ord_demo_00140,m_demo,cust_demo_097,390500,paid,2026-06-13T14:16:57.460165
ord_demo_00141,m_demo,cust_demo_001,61900,paid,2026-06-14T00:14:04.460165
ord_demo_00142,m_demo,cust_demo_016,2033400,paid,2026-06-14T07:40:43.460165
ord_demo_00143,m_demo,cust_demo_030,262600,paid,2026-06-14T13:49:41.460165
ord_demo_00144,m_demo,cust_demo_056,2125300,paid,2026-06-15T11:35:41.460165
ord_demo_00145,m_demo,cust_demo_054,3189000,paid,2026-06-15T05:02:22.460165
ord_demo_00146,m_demo,cust_demo_107,885500,paid,2026-06-15T07:21:53.460165
ord_demo_00147,m_demo,cust_demo_011,12336800,paid,2026-06-14T19:20:52.460165
ord_demo_00148,m_demo,cust_demo_083,2942800,paid,2026-06-16T10:13:14.460165
ord_demo_00149,m_demo,cust_demo_020,152200,paid,2026-06-16T06:16:41.460165
ord_demo_00150,m_demo,cust_demo_097,418400,paid,2026-06-17T08:50:26.460165
ord_demo_00151,m_demo,cust_demo_083,152200,paid,2026-06-17T00:03:20.460165
ord_demo_00152,m_demo,cust_demo_111,152200,paid,2026-06-17T04:17:57.460165
ord_demo_00153,m_demo,cust_demo_009,8436400,paid,2026-06-16T22:44:24.460165
ord_demo_00154,m_demo,cust_demo_010,152200,paid,2026-06-16T15:34:32.460165
ord_demo_00155,m_demo,cust_demo_079,47100,paid,2026-06-17T08:28:12.460165
ord_demo_00156,m_demo,cust_demo_102,161200,paid,2026-06-17T04:39:44.460165
ord_demo_00157,m_demo,cust_demo_117,418400,paid,2026-06-17T05:36:18.460165
ord_demo_00158,m_demo,cust_demo_014,125100,paid,2026-06-17T15:21:30.460165
ord_demo_00159,m_demo,cust_demo_065,152200,paid,2026-06-17T21:18:29.460165
ord_demo_00160,m_demo,cust_demo_091,91900,paid,2026-06-17T22:35:16.460165
ord_demo_00161,m_demo,cust_demo_050,2512000,paid,2026-06-18T11:51:20.460165
ord_demo_00162,m_demo,cust_demo_043,759500,paid,2026-06-18T12:11:34.460165
ord_demo_00163,m_demo,cust_demo_112,2942800,paid,2026-06-19T01:01:28.460165
ord_demo_00164,m_demo,cust_demo_040,152200,paid,2026-06-19T02:33:31.460165
ord_demo_00165,m_demo,cust_demo_017,94200,paid,2026-06-19T08:38:16.460165
ord_demo_00166,m_demo,cust_demo_049,152200,paid,2026-06-18T16:56:27.460165
ord_demo_00167,m_demo,cust_demo_086,80800,paid,2026-06-19T11:48:32.460165
ord_demo_00168,m_demo,cust_demo_047,3097100,paid,2026-06-20T05:59:33.460165
ord_demo_00169,m_demo,cust_demo_025,134500,paid,2026-06-19T17:55:45.460165
ord_demo_00170,m_demo,cust_demo_010,3212300,paid,2026-06-20T10:47:23.460165
ord_demo_00171,m_demo,cust_demo_077,10365300,paid,2026-06-20T20:56:10.460165
ord_demo_00172,m_demo,cust_demo_057,47100,paid,2026-06-21T04:37:58.460165
ord_demo_00173,m_demo,cust_demo_030,2159900,paid,2026-06-21T05:21:51.460165
ord_demo_00174,m_demo,cust_demo_116,61900,paid,2026-06-20T22:32:49.460165
ord_demo_00175,m_demo,cust_demo_100,10303400,paid,2026-06-20T14:11:16.460165
ord_demo_00176,m_demo,cust_demo_120,103300,paid,2026-06-22T07:04:18.460165
ord_demo_00177,m_demo,cust_demo_109,103300,paid,2026-06-21T18:07:29.460165
ord_demo_00178,m_demo,cust_demo_035,91900,paid,2026-06-21T20:22:19.460165
ord_demo_00179,m_demo,cust_demo_114,572000,paid,2026-06-23T02:20:52.460165
ord_demo_00180,m_demo,cust_demo_011,572000,paid,2026-06-23T00:29:44.460165
ord_demo_00181,m_demo,cust_demo_102,2942800,paid,2026-06-22T17:20:28.460165
ord_demo_00182,m_demo,cust_demo_098,161600,paid,2026-06-22T20:08:23.460165
ord_demo_00183,m_demo,cust_demo_107,2942800,paid,2026-06-22T16:20:10.460165
ord_demo_00184,m_demo,cust_demo_031,10702000,paid,2026-06-24T10:00:52.460165
ord_demo_00185,m_demo,cust_demo_069,2033400,paid,2026-06-23T22:53:34.460165
ord_demo_00186,m_demo,cust_demo_055,2033400,paid,2026-06-23T15:24:18.460165
ord_demo_00187,m_demo,cust_demo_068,687200,paid,2026-06-24T01:52:46.460165
ord_demo_00188,m_demo,cust_demo_033,920700,paid,2026-06-24T00:50:30.460165
ord_demo_00189,m_demo,cust_demo_094,846200,paid,2026-06-24T13:54:08.460165
ord_demo_00190,m_demo,cust_demo_046,2159900,paid,2026-06-25T11:41:29.460165
ord_demo_00191,m_demo,cust_demo_023,846200,paid,2026-06-24T14:35:07.460165
ord_demo_00192,m_demo,cust_demo_092,898500,paid,2026-06-25T02:47:13.460165
ord_demo_00193,m_demo,cust_demo_105,2159900,paid,2026-06-24T13:37:16.460165
ord_demo_00194,m_demo,cust_demo_100,804700,paid,2026-06-26T02:51:08.460165
ord_demo_00195,m_demo,cust_demo_096,91900,paid,2026-06-26T06:24:08.460165
ord_demo_00196,m_demo,cust_demo_048,479800,paid,2026-06-25T15:12:11.460165
ord_demo_00197,m_demo,cust_demo_042,846200,paid,2026-06-26T04:27:00.460165
ord_demo_00198,m_demo,cust_demo_045,139000,paid,2026-06-25T14:22:35.460165
ord_demo_00199,m_demo,cust_demo_086,152200,paid,2026-06-27T06:58:08.460165
ord_demo_00200,m_demo,cust_demo_103,161200,paid,2026-06-26T13:25:18.460165
ord_demo_00201,m_demo,cust_demo_019,47100,paid,2026-06-26T16:53:02.460165
ord_demo_00202,m_demo,cust_demo_009,134500,paid,2026-06-27T01:37:32.460165
ord_demo_00203,m_demo,cust_demo_047,10437900,paid,2026-06-27T09:11:02.460165
ord_demo_00204,m_demo,cust_demo_018,262600,paid,2026-06-26T13:13:53.460165
ord_demo_00205,m_demo,cust_demo_117,2159900,paid,2026-06-27T21:45:53.460165
ord_demo_00206,m_demo,cust_demo_091,186100,paid,2026-06-27T14:59:03.460165
ord_demo_00207,m_demo,cust_demo_058,115200,paid,2026-06-27T23:55:26.460165
ord_demo_00208,m_demo,cust_demo_086,572000,paid,2026-06-27T18:01:21.460165
ord_demo_00209,m_demo,cust_demo_092,80800,paid,2026-06-27T16:42:24.460165
ord_demo_00210,m_demo,cust_demo_102,2942800,paid,2026-06-29T09:07:26.460165
ord_demo_00211,m_demo,cust_demo_048,183800,paid,2026-06-28T23:32:56.460165
ord_demo_00212,m_demo,cust_demo_051,80800,paid,2026-06-28T14:58:23.460165
ord_demo_00213,m_demo,cust_demo_017,125100,paid,2026-06-29T04:40:16.460165
ord_demo_00214,m_demo,cust_demo_060,893300,paid,2026-06-28T14:18:20.460165
ord_demo_00215,m_demo,cust_demo_107,103300,paid,2026-06-28T23:21:39.460165
ord_demo_00216,m_demo,cust_demo_029,633900,paid,2026-06-30T08:20:36.460165
ord_demo_00217,m_demo,cust_demo_036,2942800,paid,2026-06-30T11:37:32.460165
ord_demo_00218,m_demo,cust_demo_022,418400,paid,2026-06-30T12:16:18.460165
ord_demo_00219,m_demo,cust_demo_080,161200,paid,2026-06-30T00:34:49.460165
ord_demo_00220,m_demo,cust_demo_108,465500,paid,2026-06-30T09:17:15.460165
ord_demo_00221,m_demo,cust_demo_034,152200,paid,2026-06-30T09:07:08.460165
ord_demo_00222,m_demo,cust_demo_080,152200,paid,2026-07-01T08:09:06.460165
ord_demo_00223,m_demo,cust_demo_038,152200,paid,2026-07-01T05:52:17.460165
ord_demo_00224,m_demo,cust_demo_032,846200,paid,2026-07-01T03:25:13.460165
ord_demo_00225,m_demo,cust_demo_062,139000,paid,2026-07-01T02:48:17.460165
ord_demo_00226,m_demo,cust_demo_017,619100,paid,2026-06-30T15:48:46.460165
ord_demo_00227,m_demo,cust_demo_007,3097100,paid,2026-06-30T18:06:09.460165
ord_demo_00228,m_demo,cust_demo_105,125100,paid,2026-06-30T23:40:25.460165
ord_demo_00229,m_demo,cust_demo_066,10395300,paid,2026-07-01T21:03:09.460165
ord_demo_00230,m_demo,cust_demo_028,8760600,paid,2026-07-02T10:02:34.460165
ord_demo_00231,m_demo,cust_demo_113,152200,paid,2026-07-01T22:41:30.460165
ord_demo_00232,m_demo,cust_demo_069,2033400,paid,2026-07-02T01:36:20.460165
ord_demo_00233,m_demo,cust_demo_098,10566000,paid,2026-07-02T04:41:05.460165
ord_demo_00234,m_demo,cust_demo_036,94200,paid,2026-07-02T15:48:29.460165
ord_demo_00235,m_demo,cust_demo_051,572000,paid,2026-07-02T19:32:07.460165
ord_demo_00236,m_demo,cust_demo_078,309700,paid,2026-07-03T04:55:35.460165
ord_demo_00237,m_demo,cust_demo_042,47100,paid,2026-07-04T10:44:02.460165
ord_demo_00238,m_demo,cust_demo_095,3097100,paid,2026-07-04T06:07:22.460165
ord_demo_00239,m_demo,cust_demo_091,418400,paid,2026-07-04T01:41:58.460165
ord_demo_00240,m_demo,cust_demo_087,103300,paid,2026-07-05T09:32:24.460165
ord_demo_00241,m_demo,cust_demo_040,161200,paid,2026-07-05T11:11:55.460165
ord_demo_00242,m_demo,cust_demo_004,47100,paid,2026-07-05T09:20:58.460165
ord_demo_00243,m_demo,cust_demo_062,115200,paid,2026-07-06T02:07:49.460165
ord_demo_00244,m_demo,cust_demo_019,846200,paid,2026-07-06T04:20:44.460165
ord_demo_00245,m_demo,cust_demo_041,2359800,paid,2026-07-06T10:33:04.460165
ord_demo_00246,m_demo,cust_demo_118,8512300,paid,2026-07-06T05:42:18.460165
ord_demo_00247,m_demo,cust_demo_068,10464600,paid,2026-07-06T11:42:36.460165
ord_demo_00248,m_demo,cust_demo_034,47100,paid,2026-07-06T22:26:46.460165
ord_demo_00249,m_demo,cust_demo_072,3097100,paid,2026-07-06T22:48:37.460165
ord_demo_00250,m_demo,cust_demo_091,61900,paid,2026-07-06T22:14:39.460165
ord_demo_00251,m_demo,cust_demo_037,103300,paid,2026-07-07T08:03:54.460165
ord_demo_00252,m_demo,cust_demo_049,10303400,paid,2026-07-07T00:53:55.460165
ord_demo_00253,m_demo,cust_demo_028,61900,paid,2026-07-07T16:15:53.460165
ord_demo_00254,m_demo,cust_demo_079,161200,paid,2026-07-07T21:06:56.460165
ord_demo_00255,m_demo,cust_demo_007,846200,paid,2026-07-08T00:18:49.460165
ord_demo_00256,m_demo,cust_demo_061,103300,paid,2026-07-08T17:17:35.460165
ord_demo_00257,m_demo,cust_demo_001,2159900,paid,2026-07-08T18:02:18.460165
ord_demo_00258,m_demo,cust_demo_061,10375600,paid,2026-07-09T20:44:34.460165
ord_demo_00259,m_demo,cust_demo_069,161200,paid,2026-07-09T13:38:45.460165
ord_demo_00260,m_demo,cust_demo_117,115200,paid,2026-07-09T13:36:40.460165
ord_demo_00261,m_demo,cust_demo_101,8604200,paid,2026-07-11T07:22:40.460165
ord_demo_00262,m_demo,cust_demo_064,2942800,paid,2026-07-10T16:23:21.460165
ord_demo_00263,m_demo,cust_demo_033,175000,paid,2026-07-12T11:32:36.460165
ord_demo_00264,m_demo,cust_demo_115,10473500,paid,2026-07-11T21:19:09.460165
ord_demo_00265,m_demo,cust_demo_001,170100,paid,2026-07-11T22:00:32.460165
ord_demo_00266,m_demo,cust_demo_043,3097100,paid,2026-07-12T01:22:44.460165
ord_demo_00267,m_demo,cust_demo_089,237800,paid,2026-07-12T05:13:57.460165
ord_demo_00268,m_demo,cust_demo_021,10303400,paid,2026-07-12T23:01:48.460165
ord_demo_00269,m_demo,cust_demo_048,47100,paid,2026-07-13T05:41:53.460165
ord_demo_00270,m_demo,cust_demo_020,91900,paid,2026-07-13T05:25:49.460165
ord_demo_00271,m_demo,cust_demo_097,2159900,paid,2026-07-12T20:14:24.460165
ord_demo_00272,m_demo,cust_demo_098,134500,paid,2026-07-13T09:58:51.460165
ord_demo_00273,m_demo,cust_demo_112,759500,paid,2026-07-12T16:22:24.460165
ord_demo_00274,m_demo,cust_demo_026,418400,paid,2026-07-14T07:13:59.460165
ord_demo_00275,m_demo,cust_demo_057,103300,paid,2026-07-14T09:31:11.460165
ord_demo_00276,m_demo,cust_demo_063,929600,paid,2026-07-14T04:55:10.460165
ord_demo_00277,m_demo,cust_demo_073,974800,paid,2026-07-13T12:23:52.460165
ord_demo_00278,m_demo,cust_demo_096,633900,paid,2026-07-13T14:28:54.460165
ord_demo_00279,m_demo,cust_demo_120,759500,paid,2026-07-13T17:13:07.460165
ord_demo_00280,m_demo,cust_demo_094,152200,paid,2026-07-15T01:55:18.460165
ord_demo_00281,m_demo,cust_demo_115,10397600,paid,2026-07-15T07:50:56.460165
ord_demo_00282,m_demo,cust_demo_029,2033400,paid,2026-07-16T08:06:38.460165
ord_demo_00283,m_demo,cust_demo_055,2159900,paid,2026-07-15T20:38:59.460165
ord_demo_00284,m_demo,cust_demo_059,633900,paid,2026-07-17T03:33:07.460165
ord_demo_00285,m_demo,cust_demo_079,2148600,paid,2026-07-16T14:03:37.460165
ord_demo_00286,m_demo,cust_demo_032,253100,paid,2026-07-16T20:11:54.460165
ord_demo_00287,m_demo,cust_demo_097,896600,paid,2026-07-16T23:57:47.460165
ord_demo_00288,m_demo,cust_demo_085,432700,paid,2026-07-18T03:50:31.460165
ord_demo_00289,m_demo,cust_demo_072,8526000,paid,2026-07-18T01:59:40.460165
ord_demo_00290,m_demo,cust_demo_024,2159900,paid,2026-07-17T20:29:33.460165
ord_demo_00291,m_demo,cust_demo_039,127900,paid,2026-07-17T17:10:12.460165
ord_demo_00292,m_demo,cust_demo_032,170100,paid,2026-07-19T04:39:51.460165
ord_demo_00293,m_demo,cust_demo_109,681000,paid,2026-07-19T09:40:52.460165
ord_demo_00294,m_demo,cust_demo_093,846200,paid,2026-07-18T12:50:46.460165
ord_demo_00295,m_demo,cust_demo_028,324500,paid,2026-07-18T19:44:02.460165
ord_demo_00296,m_demo,cust_demo_051,134500,paid,2026-07-18T22:35:38.460165
ord_demo_00297,m_demo,cust_demo_040,170100,paid,2026-07-20T05:15:17.460165
ord_demo_00298,m_demo,cust_demo_013,161200,paid,2026-07-19T23:56:50.460165
ord_demo_00299,m_demo,cust_demo_048,125100,paid,2026-07-21T08:46:08.460165
ord_demo_00300,m_demo,cust_demo_111,134500,paid,2026-07-20T12:52:42.460165
ord_demo_00301,m_demo,cust_demo_034,2159900,paid,2026-07-21T09:22:26.460165
ord_demo_00302,m_demo,cust_demo_093,2359800,paid,2026-07-21T09:02:00.460165
ord_demo_00303,m_demo,cust_demo_107,134500,paid,2026-07-21T12:07:17.460165
ord_demo_00304,m_demo,cust_demo_063,161200,paid,2026-07-22T06:09:00.460165
ord_demo_00305,m_demo,cust_demo_059,115200,paid,2026-07-22T08:11:13.460165
ord_demo_00306,m_demo,cust_demo_063,115200,paid,2026-07-21T14:25:35.460165
ord_demo_00307,m_demo,cust_demo_005,759500,paid,2026-07-23T11:15:04.460165
ord_demo_00308,m_demo,cust_demo_030,806600,paid,2026-07-23T10:44:05.460165
ord_demo_00309,m_demo,cust_demo_117,8550500,paid,2026-07-23T03:57:53.460165
ord_demo_00310,m_demo,cust_demo_104,162300,paid,2026-07-22T21:28:41.460165
ord_demo_00311,m_demo,cust_demo_105,572000,paid,2026-07-23T08:51:32.460165
ord_demo_00312,m_demo,cust_demo_032,175000,paid,2026-07-23T02:05:47.460165
ord_demo_00313,m_demo,cust_demo_049,2159900,paid,2026-07-23T11:28:16.460165
ord_demo_00314,m_demo,cust_demo_109,2359800,paid,2026-07-23T15:45:36.460165
