order_id,product_id,quantity,unit_price,line_total
ord_demo_00224,prod_demo_20,1,47100,47100
ord_demo_00225,prod_demo_23,1,80800,80800
ord_demo_00226,prod_demo_18,1,2159900,2159900
ord_demo_00227,prod_demo_04,1,103300,103300
ord_demo_00228,prod_demo_04,1,103300,103300
ord_demo_00228,prod_demo_13,1,10303400,10303400
ord_demo_00229,prod_demo_11,1,125100,125100
ord_demo_00230,prod_demo_06,1,115200,115200
ord_demo_00231,prod_demo_01,1,2033400,2033400
ord_demo_00232,prod_demo_19,1,418400,418400
ord_demo_00232,prod_demo_16,1,8342200,8342200
ord_demo_00233,prod_demo_21,1,152200,152200
ord_demo_00234,prod_demo_04,1,103300,103300
ord_demo_00235,prod_demo_12,1,572000,572000
ord_demo_00236,prod_demo_18,1,2159900,2159900
ord_demo_00237,prod_demo_15,1,91900,91900
ord_demo_00238,prod_demo_04,1,103300,103300
ord_demo_00239,prod_demo_12,1,572000,572000
ord_demo_00239,prod_demo_20,1,47100,47100
ord_demo_00239,prod_demo_05,1,2942800,2942800
ord_demo_00240,prod_demo_15,2,91900,183800
ord_demo_00240,prod_demo_20,1,47100,47100
ord_demo_00241,prod_demo_11,1,125100,125100
ord_demo_00242,prod_demo_01,1,2033400,2033400
ord_demo_00243,prod_demo_24,1,161200,161200
ord_demo_00244,prod_demo_20,1,47100,47100
ord_demo_00245,prod_demo_24,1,161200,161200
ord_demo_00245,prod_demo_16,1,8342200,8342200
ord_demo_00246,prod_demo_21,1,152200,152200
ord_demo_00247,prod_demo_22,1,846200,846200
ord_demo_00248,prod_demo_14,1,2359800,2359800
ord_demo_00249,prod_demo_16,1,8342200,8342200
ord_demo_00249,prod_demo_09,1,170100,170100
ord_demo_00250,prod_demo_18,1,2159900,2159900
ord_demo_00251,prod_demo_24,1,161200,161200
ord_demo_00252,prod_demo_07,1,61900,61900
ord_demo_00253,prod_demo_10,1,3097100,3097100
ord_demo_00254,prod_demo_18,1,2159900,2159900
ord_demo_00255,prod_demo_04,1,103300,103300
ord_demo_00256,prod_demo_13,1,10303400,10303400
ord_demo_00257,prod_demo_15,1,91900,91900
ord_demo_00258,prod_demo_18,1,2159900,2159900
ord_demo_00259,prod_demo_20,1,47100,47100
ord_demo_00260,prod_demo_02,1,804700,804700
ord_demo_00260,prod_demo_15,2,91900,183800
ord_demo_00261,prod_demo_06,1,115200,115200
ord_demo_00262,prod_demo_07,2,61900,123800
ord_demo_00263,prod_demo_19,1,418400,418400
ord_demo_00264,prod_demo_06,1,115200,115200
ord_demo_00265,prod_demo_16,1,8342200,8342200
ord_demo_00265,prod_demo_15,1,91900,91900
ord_demo_00265,prod_demo_09,1,170100,170100
ord_demo_00266,prod_demo_05,1,2942800,2942800
ord_demo_00267,prod_demo_06,1,115200,115200
ord_demo_00268,prod_demo_11,1,125100,125100
ord_demo_00269,prod_demo_21,1,152200,152200
ord_demo_00270,prod_demo_11,1,125100,125100
ord_demo_00271,prod_demo_05,1,2942800,2942800
ord_demo_00271,prod_demo_13,1,10303400,10303400
ord_demo_00272,prod_demo_09,1,170100,170100
ord_demo_00273,prod_demo_09,1,170100,170100
ord_demo_00274,prod_demo_15,1,91900,91900
ord_demo_00275,prod_demo_04,1,103300,103300
ord_demo_00276,prod_demo_20,1,47100,47100
ord_demo_00277,prod_demo_15,1,91900,91900
ord_demo_00278,prod_demo_08,1,134500,134500
ord_demo_00279,prod_demo_03,1,759500,759500
ord_demo_00280,prod_demo_18,1,2159900,2159900
ord_demo_00281,prod_demo_18,1,2159900,2159900
ord_demo_00282,prod_demo_17,1,262600,262600
ord_demo_00283,prod_demo_02,1,804700,804700
ord_demo_00283,prod_demo_15,1,91900,91900
ord_demo_00284,prod_demo_01,1,2033400,2033400
ord_demo_00285,prod_demo_18,1,2159900,2159900
ord_demo_00286,prod_demo_16,1,8342200,8342200
ord_demo_00286,prod_demo_23,1,80800,80800
ord_demo_00286,prod_demo_08,1,134500,134500
ord_demo_00287,prod_demo_13,1,10303400,10303400
ord_demo_00288,prod_demo_13,1,10303400,10303400
ord_demo_00288,prod_demo_20,1,47100,47100
ord_demo_00289,prod_demo_13,1,10303400,10303400
ord_demo_00290,prod_demo_22,1,846200,846200
ord_demo_00290,prod_demo_07,2,61900,123800
ord_demo_00291,prod_demo_20,1,47100,47100
ord_demo_00292,prod_demo_02,1,804700,804700
ord_demo_00293,prod_demo_17,1,262600,262600
ord_demo_00294,prod_demo_22,1,846200,846200
ord_demo_00295,prod_demo_14,1,2359800,2359800
ord_demo_00295,prod_demo_07,1,61900,61900
ord_demo_00296,prod_demo_13,1,10303400,10303400
ord_demo_00296,prod_demo_20,1,47100,47100
ord_demo_00297,prod_demo_23,1,80800,80800
ord_demo_00297,prod_demo_20,1,47100,47100
ord_demo_00298,prod_demo_08,1,134500,134500
ord_demo_00299,prod_demo_03,1,759500,759500
ord_demo_00300,prod_demo_09,1,170100,170100
ord_demo_00301,prod_demo_03,1,759500,759500
ord_demo_00302,prod_demo_11,1,125100,125100
ord_demo_00303,prod_demo_07,1,61900,61900
ord_demo_00303,prod_demo_17,1,262600,262600
ord_demo_00304,prod_demo_08,1,134500,134500
ord_demo_00305,prod_demo_15,1,91900,91900
ord_demo_00306,prod_demo_04,1,103300,103300
ord_demo_00307,prod_demo_11,1,125100,125100
ord_demo_00308,prod_demo_24,1,161200,161200
ord_demo_00309,prod_demo_19,1,418400,418400
ord_demo_00310,prod_demo_11,1,125100,125100
ord_demo_00311,prod_demo_18,1,2159900,2159900
ord_demo_00312,prod_demo_16,1,8342200,8342200
ord_demo_00312,prod_demo_20,1,47100,47100
ord_demo_00313,prod_demo_02,1,804700,804700
ord_demo_00313,prod_demo_09,1,170100,170100
ord_demo_00314,prod_demo_21,1,152200,152200
ord_demo_00315,prod_demo_07,1,61900,61900
ord_demo_00316,prod_demo_18,1,2159900,2159900
ord_demo_00317,prod_demo_24,1,161200,161200
ord_demo_00318,prod_demo_17,1,262600,262600
ord_demo_00319,prod_demo_04,1,103300,103300
ord_demo_00320,prod_demo_17,1,262600,262600
ord_demo_00320,prod_demo_13,1,10303400,10303400
ord_demo_00321,prod_demo_08,1,134500,134500
ord_demo_00322,prod_demo_22,1,846200,846200
ord_demo_00322,prod_demo_20,1,47100,47100
ord_demo_00323,prod_demo_01,1,2033400,2033400
ord_demo_00323,prod_demo_23,1,80800,80800
ord_demo_00324,prod_demo_23,1,80800,80800
ord_demo_00324,prod_demo_03,1,759500,759500
ord_demo_00325,prod_demo_18,1,2159900,2159900
ord_demo_00326,prod_demo_11,1,125100,125100
ord_demo_00326,prod_demo_07,1,61900,61900
ord_demo_00327,prod_demo_03,1,759500,759500
ord_demo_00328,prod_demo_13,1,10303400,10303400
ord_demo_00328,prod_demo_04,1,103300,103300
ord_demo_00328,prod_demo_14,1,2359800,2359800
ord_demo_00329,prod_demo_20,1,47100,47100
ord_demo_00330,prod_demo_21,1,152200,152200
ord_demo_00331,prod_demo_08,1,134500,134500
ord_demo_00332,prod_demo_06,1,115200,115200
ord_demo_00333,prod_demo_09,1,170100,170100
ord_demo_00334,prod_demo_24,1,161200,161200
ord_demo_00335,prod_demo_03,1,759500,759500
ord_demo_00335,prod_demo_15,2,91900,183800
ord_demo_00336,prod_demo_18,1,2159900,2159900
ord_demo_00337,prod_demo_01,1,2033400,2033400
ord_demo_00337,prod_demo_22,1,846200,846200
ord_demo_00337,prod_demo_15,2,91900,183800
ord_demo_00338,prod_demo_03,1,759500,759500
ord_demo_00339,prod_demo_22,1,846200,846200
ord_demo_00339,prod_demo_20,2,47100,94200
ord_demo_00340,prod_demo_09,1,170100,170100
ord_demo_00341,prod_demo_20,2,47100,94200
ord_demo_00342,prod_demo_13,1,10303400,10303400
ord_demo_00343,prod_demo_05,1,2942800,2942800
ord_demo_00344,prod_demo_13,1,10303400,10303400
ord_demo_00345,prod_demo_13,1,10303400,10303400
ord_demo_00346,prod_demo_15,1,91900,91900
ord_demo_00347,prod_demo_14,1,2359800,2359800
ord_demo_00348,prod_demo_05,1,2942800,2942800
ord_demo_00348,prod_demo_20,1,47100,47100
ord_demo_00349,prod_demo_17,1,262600,262600
ord_demo_00349,prod_demo_12,1,572000,572000
ord_demo_00350,prod_demo_21,1,152200,152200
ord_demo_00351,prod_demo_08,1,134500,134500
ord_demo_00352,prod_demo_22,1,846200,846200
ord_demo_00353,prod_demo_04,1,103300,103300
ord_demo_00354,prod_demo_17,1,262600,262600
ord_demo_00355,prod_demo_22,1,846200,846200
ord_demo_00355,prod_demo_04,1,103300,103300
ord_demo_00356,prod_demo_03,1,759500,759500
ord_demo_00356,prod_demo_07,1,61900,61900
ord_demo_00357,prod_demo_04,1,103300,103300
ord_demo_00358,prod_demo_03,1,759500,759500
ord_demo_00359,prod_demo_22,1,846200,846200
ord_demo_00360,prod_demo_08,1,134500,134500
ord_demo_00361,prod_demo_06,1,115200,115200
ord_demo_00361,prod_demo_20,1,47100,47100
ord_demo_00362,prod_demo_14,1,2359800,2359800
ord_demo_00363,prod_demo_04,1,103300,103300
ord_demo_00364,prod_demo_11,1,125100,125100
ord_demo_00365,prod_demo_22,1,846200,846200
ord_demo_00366,prod_demo_19,1,418400,418400
ord_demo_00367,prod_demo_06,1,115200,115200
ord_demo_00368,prod_demo_03,1,759500,759500
ord_demo_00369,prod_demo_05,1,2942800,2942800
ord_demo_00370,prod_demo_21,1,152200,152200
ord_demo_00371,prod_demo_06,1,115200,115200
ord_demo_00372,prod_demo_02,1,804700,804700
ord_demo_00373,prod_demo_17,1,262600,262600
ord_demo_00374,prod_demo_06,1,115200,115200
ord_demo_00374,prod_demo_20,2,47100,94200
ord_demo_00375,prod_demo_06,1,115200,115200
ord_demo_00376,prod_demo_17,1,262600,262600
ord_demo_00376,prod_demo_06,1,115200,115200
ord_demo_00377,prod_demo_02,1,804700,804700
ord_demo_00378,prod_demo_08,1,134500,134500
ord_demo_00379,prod_demo_09,1,170100,170100
ord_demo_00380,prod_demo_04,1,103300,103300
ord_demo_00381,prod_demo_23,1,80800,80800
ord_demo_00382,prod_demo_02,1,804700,804700
ord_demo_00383,prod_demo_19,1,418400,418400
ord_demo_00384,prod_demo_14,1,2359800,2359800
ord_demo_00385,prod_demo_05,1,2942800,2942800
ord_demo_00386,prod_demo_19,1,418400,418400
ord_demo_00387,prod_demo_03,1,759500,759500
ord_demo_00388,prod_demo_12,1,572000,572000
ord_demo_00389,prod_demo_12,1,572000,572000
ord_demo_00390,prod_demo_09,1,170100,170100
ord_demo_00391,prod_demo_05,1,2942800,2942800
ord_demo_00392,prod_demo_04,1,103300,103300
ord_demo_00393,prod_demo_04,1,103300,103300
ord_demo_00394,prod_demo_15,2,91900,183800
ord_demo_00394,prod_demo_20,1,47100,47100
ord_demo_00395,prod_demo_09,1,170100,170100
ord_demo_00396,prod_demo_21,1,152200,152200
ord_demo_00397,prod_demo_10,1,3097100,3097100
ord_demo_00398,prod_demo_04,1,103300,103300
ord_demo_00398,prod_demo_16,1,8342200,8342200
ord_demo_00399,prod_demo_19,1,418400,418400
ord_demo_00400,prod_demo_14,1,2359800,2359800
ord_demo_00401,prod_demo_04,1,103300,103300
ord_demo_00402,prod_demo_10,1,3097100,3097100
ord_demo_00403,prod_demo_22,1,846200,846200
ord_demo_00403,prod_demo_06,1,115200,115200
ord_demo_00404,prod_demo_05,1,2942800,2942800
ord_demo_00405,prod_demo_04,1,103300,103300
ord_demo_00406,prod_demo_11,1,125100,125100
ord_demo_00407,prod_demo_21,1,152200,152200
ord_demo_00408,prod_demo_20,1,47100,47100
ord_demo_00409,prod_demo_22,1,846200,846200
ord_demo_00409,prod_demo_20,2,47100,94200
ord_demo_00410,prod_demo_04,1,103300,103300
ord_demo_00411,prod_demo_03,1,759500,759500
ord_demo_00412,prod_demo_19,1,418400,418400
ord_demo_00413,prod_demo_19,1,418400,418400
ord_demo_00414,prod_demo_02,1,804700,804700
ord_demo_00415,prod_demo_23,2,80800,161600
ord_demo_00416,prod_demo_03,1,759500,759500
ord_demo_00416,prod_demo_20,1,47100,47100
ord_demo_00417,prod_demo_21,1,152200,152200
ord_demo_00417,prod_demo_23,1,80800,80800
ord_demo_00418,prod_demo_08,1,134500,134500
ord_demo_00419,prod_demo_15,1,91900,91900
ord_demo_00419,prod_demo_03,1,759500,759500
ord_demo_00420,prod_demo_16,1,8342200,8342200
ord_demo_00421,prod_demo_04,1,103300,103300
ord_demo_00422,prod_demo_14,1,2359800,2359800
ord_demo_00422,prod_demo_06,1,115200,115200
ord_demo_00423,prod_demo_02,1,804700,804700
ord_demo_00424,prod_demo_19,1,418400,418400
ord_demo_00425,prod_demo_02,1,804700,804700
ord_demo_00426,prod_demo_23,1,80800,80800
ord_demo_00427,prod_demo_03,1,759500,759500
ord_demo_00427,prod_demo_20,1,47100,47100
ord_demo_00428,prod_demo_15,2,91900,183800
ord_demo_00429,prod_demo_12,1,572000,572000
ord_demo_00430,prod_demo_19,1,418400,418400
ord_demo_00431,prod_demo_18,1,2159900,2159900
ord_demo_00432,prod_demo_14,1,2359800,2359800
ord_demo_00432,prod_demo_22,1,846200,846200
